text,label
"The insect cuticle is non-cellular matrix secreted from a monolayer of epidermal cells. After abrasion of the larval cuticle of the silkworm, Bombyx mori, a protein with molecular mass of 135 kDa is newly detected in the cuticle. Mass spectrometric analysis of the tryptic fragments from this protein revealed that the 135-kDa protein is encoded by the Cb10 gene. In the predicted amino acid sequence of Cb10, three repeated motifs with [YxGGFGGppG(L/V)L] sequence are found in the C-terminal region. In addition to the repeated motifs, Cb10 has seventeen CxxxxC motifs randomly distributed throughout the polypeptide chain and serine rich region at the N-terminal region. The Cb10 gene is strongly expressed in epidermal cells after pupal ecdysis, and its expression in the larval epidermal cells is induced not only by cuticular abrasion, but also by bacterial infection. These expression patterns suggest some specific roles of this protein in pupal cuticle formation and defense reactions. (C) 2013 Elsevier Ltd. All rights reserved.",0
"A group of non-ribosomally produced antimicrobial peptides, the tyrocidines from the tyrothricin complex, have potential as antimicrobial agents in both medicine and industry. Previous work by our group illustrated that the more polar tyrocidines rich in Trp residues in their structure were more active toward Gram-positive bacteria, while the more non-polar tyrocidines rich in Phe residues had greater activity toward Plasmodium falciparum, one of the major causative pathogens of malaria in humans. Our group also found that the tyrocidines have pronounced antifungal activity, dictated by the primary sequence of the tyrocidine. By simply manipulating the Phe or Trp concentration in the culture medium of the tyrothricin producer, Bacillus aneurinolyticus ATCC 10068, we were able to modulate the production of subsets of tyrocidines, thereby tailoring the tyrothricin complex to target specific pathogens. We optimized the tailored tyrothricin production using a novel, small-scale, high-throughput deep 96-well plate culturing method followed by analyses of the peptide mixtures using ultra-performance liquid chromatography linked to mass spectrometry. We were able to gradually shift the production profile of the tyrocidines and analogues, as well as the gramicidins between two extremes in terms of peptide subsets and peptide hydrophobicity. This study demonstrated that tyrothricin peptide subsets with targeted activity can be efficiently produced by simple manipulation of the aromatic amino acid profile of the culture medium.",0
"4'-Phosphopantetheinyl transferases (PPTases) catalyze a post-translational modification essential to bacterial cell viability and virulence. We present the discovery and medicinal chemistry optimization of 2-pyridinyl-N-(4-aryl)-piperazine-1-carbothioamides, which exhibit submicromolar inhibition of bacterial Sfp-PPTase with no activity toward the human orthologue. Moreover, compounds within this class possess antibacterial activity in the absence of a rapid cytotoxic response in human cells. An advanced analogue of this series, ML267 (55), was found to attenuate production of an Sfp-PPTase-dependent metabolite when applied to Bacillus subtilis at sublethal doses. Additional testing revealed antibacterial activity against methicillin-resistant Staphylococcus aureus, and chemical genetic studies implicated efflux as a mechanism for resistance in Escherichia coli. Additionally, we highlight the in vitro absorption, distribution, metabolism; and excretion and in vivo pharmacokinetic profiles of compound 55 to further demonstrate the potential utility of this small-molecule inhibitor.",0
"Verticillium wilt is considered the most important disease of cotton in the world, including Iran. Cultural practices and the use of resistant varieties are the most common strategies used to control Verticillium wilt of cotton. These strategies are not always available or effective. In recent years, biological control using fungal and bacterial antagonists, has been applied to control some cotton diseases including damping-off. In this study, we investigated the possibility of biological control of Verticillium wilt of cotton using bacterial antagonists. Suspension of eight bacterial strains of Pseudomonas fluorescens and Bacillus spp. isolated from different rhizospheric soils and plant roots in the Iranian cotton fields, were prepared with a concentration of 10(8) cfu/ml. Ten cotton seeds (cv Varamin) were then coated with each bacterial suspension and were planted in soil pre-inoculated with Verticillium dahliae microsclerotia. The efficacy of bacterial antagonists in reducing wilt disease was evaluated by determination of the disease index in different treatments. The results indicated that most isolates were effective in reducing disease (compared to the untreated control) 90 days after sowing. Isolates B5, B6, B2, B7, and B3 were the most effective, respectively, in reducing wilt index. In contrast, isolates B1, B4, and B8 did not significantly reduce the disease. In general, P. fluorescens isolates were more effective than Bacillus isolates. This study suggests that bacterial antagonists might be potential biological control agents of cotton.",0
"Duckweed (Lemnaceae) is a plant which grows in the sewage surface teeming with rich microbes, and it is proved that duckweed has a protective mechanism against microbes. In order to study the antibacterial mechanism of duckweeds and provide the basis for screening anti-bacterial substances and studying the infection mechanism of plant and animal pathogens or human pathogenic microorganisms, we first extracted using solvents with different polarities four strains of duckweed belonging to Lemna minor L. zh0018, Landoltia punctata zh0224, Spirodela polyrrhiza (L.) Schleid zh0003 and zh0225. The antimicrobial activities of their extracts were compared by Oxford Cup method and the minimum inhibitory concentration (MIC) measurement. Meanwhile, the contents and the composition of total flavonoids were determined by spectrophotometry combined with high performance liquid chromatography (HPLC) analysis. The results showed that the methanol extracts and 95% ethanol extracts of the duckweed had different degrees of antimicrobial activities against Bacillus subtilis, Staphylococcus aureus, Pseudomonas aeruginosa, Escherichia coli and Agrobacterium. The antimicrobial activity of the methanol extracts from S. polyrrhiza was the strongest (MIC: 6.25 mg/mL), followed by L. minor L. extracts; die ethyl acetate phase had the strongest activity (MIC: 0.78 mg/mL) followed by the n-butanol phase. The methanol extracts of L. minor L. had the highest level of total flavonoids content, 9.8% of the total extracts, followed by the 8.1% content of the methanol extracts of L. punctata. In addition, the ethyl acetate phase of S. polyrrhiza zh0225 methanol extracts had the highest content of total flavonoids (22.46%) followed by the 17.2% content of the n-butanol extracts. In HPLC measurement, the composition of flavonoids showed tremendous difference among the duckweed extracts, with the two strains of S. polyrrhiza having similar composition with different contents. The results suggested an enormous potential of S. polyrrhiza zh0225 as an excellent duckweed species for active substance extraction and pharmaceutical production.",0
"RNA processing is an essential pathway in the regulation of genetic expression in the cell. In this work, Bacillus subtilis was used to understand the effects of mercury on the mechanism of tRNA metabolism. The CVAAS (cold vapor atomic absorption spectroscopy) method revealed that from the addition of HgCl2 (0.75 mg ml(-1)) during the bacterial exponential phase, ca. 48% of the added mercury was taken up by the cells. This led to an immediate reduction in the rate of cell division. During this response, we observed accumulation of species shorter than mature tRNA(Cys) over a 10 h period. We did not observe this accumulation for another five tRNAs analyzed. tRNA processing is largely dependent on RNase R and PNPase in B. subtilis. Thus, when the exonuclease PNPase was absent, we found that the shorter tRNA(Cys) species increased and mature tRNA(Cys) decreased after mercury addition, but this proportion changed during the time analyzed. However, in the absence of RNase R and PNPase the accumulation of the shorter tRNA(Cys) was more pronounced and the mature form was not recovered. In the single rnr mutant strain the shorter tRNA(Cys) was not observed. All together, we provide in vivo evidence that PNPase and RNase R are indispensable in controlling tRNA(Cys) quality in the presence of mercury.",0
"In view of the ecological hazards of fungicides, a greenhouse study was conducted to determine the efficiency of seven Bacillus isolates against 32 isolates of Macrophomina phaseolina. Bacillus isolates, M. phaseolina isolates, and their interaction were all highly significant sources of variation in infection (damping-off), plant height, and dry weight. The highly significant (p=0.0000) of Bacillus isolates x M. phaseolina isolates interaction implies that a single isolate of the antagonist can be highly effective against an isolate of M. phaseolina, but may have minimal effects on the other isolates ofM. phaseolina. Therefore, isolates of the antagonist should be tested against as many isolates of M. phaseolina as possible, as this will improve the chance of identifying antagonist isolates effective against several isolates ofM. phaseolina.",0
"As an antimicrobial agent, silver nanoparticles functionalized with both bacitracin A and polymyxin E (AgNPs-BA&PE) were designed and synthesized with complementary antibacterial functions to act against gram-positive and gram-negative bacteria. AgNPs-BA&PE could easily get attached and penetrate into the bacterial cell membrane through surface-immobilized BA and PE with a membrane target, resulting in up to 10-fold increase in the antibacterial activity, without the emergence of bacterial resistance. Analysis of the antimicrobial mechanism confirmed that the synthesized nanoparticles caused disorganization of the bacterial cytomembrane and leakage of cytoplasmic contents. This antimicrobial agent with better biocompatibility can promote healing of infected wounds, and has promising and useful applications in biomedical devices and antibacterial control systems. (C) 2013 Elsevier Ltd. All rights reserved.",0
"Antibacterial resistance to infectious diseases is a significant global concern for health care organizations; along with aging populations and increasing cancer rates, it represents a great burden for government healthcare systems. Therefore, the development of therapies against bacterial infection and cancer is an important strategy for healthcare research. Pathogenic bacteria and cancer have developed a broad range of sophisticated strategies to survive or propagate inside a host and cause infection or spread disease. Bacteria can employ their own metabolism pathways to obtain nutrients from the host cells in order to survive. Similarly, cancer cells can dysregulate normal human cell metabolic pathways so that they can grow and spread. One common feature of the adaption and disruption of metabolic pathways observed in bacterial and cancer cell growth is amino acid pathways; these have recently been targeted as a novel approach to manage bacterial infections and cancer therapy. In particular, arginine metabolism has been illustrated to be important not only for bacterial pathogenesis but also for cancer therapy. Therefore, greater insights into arginine metabolism of pathogenic bacteria and cancer cells would provide possible targets for controlling of bacterial infection and cancer treatment. This review will summarize the recent progress on the relationship of arginine metabolism with bacterial pathogenesis and cancer therapy, with a particular focus on arginase and arginine deiminase pathways of arginine catabolism.",0
"Two new isocoumarin derivatives, including a new 5-hydroxy-8-methyl-2H, 6H-pyrano[3,4-g]chromen-2,6-dione (1) and 6,8-dihydroxy-3,7-dimethylisocoumarin (2b), a new chevalone derivative, named chevalone E (3), and a new natural product pyripyropene S (6) were isolated together with 6, 8-dihydroxy-3-methylisocoumarin (2a), reticulol (2c), p-hydroxybenzaldehyde, chevalone B, chevalone C, S14-95 (4), and pyripyropene E (5) from the ethyl acetate extract of the undescribed marine sponge-associated fungus Aspergillus similanensis KUFA 0013. The structures of the new compounds were established based on 1D and 2D NMR spectral analysis, and in the case of compound 3, X-ray analysis was used to confirm its structure and the absolute configuration of its stereogenic carbons. Compounds 1, 2a-c and 3-6 were evaluated for their antimicrobial activity against Gram-positive and Gram-negative bacteria, Candida albicans ATCC 10231, and multidrug-resistant isolates from the environment. Chevalone E (3) was found to show synergism with the antibiotic oxacillin against methicillin-resistant Staphylococcus aureus (MRSA).",0
"Bacteria sense and respond to many environmental cues, rewiring their regulatory network to facilitate adaptation to new conditions/niches. Global transcription factors that co-regulate multiple pathways simultaneously are essential to this regulatory rewiring. CodY is one such global regulator, controlling expression of both metabolic and virulence genes in Gram-positive bacteria. Branch chained amino acids (BCAAs) serve as a ligand for CodY and modulate its activity. Classically, CodY was considered to function primarily as a repressor under rich growth conditions. However, our previous studies of the bacterial pathogen Listeria monocytogenes revealed that CodY is active also when the bacteria are starved for BCAAs. Under these conditions, CodY loses the ability to repress genes (e.g., metabolic genes) and functions as a direct activator of the master virulence regulator gene, prfA. This observation raised the possibility that CodY possesses multiple functions that allow it to coordinate gene expression across a wide spectrum of metabolic growth conditions, and thus better adapt bacteria to the mammalian niche. To gain a deeper understanding of CodY's regulatory repertoire and identify direct target genes, we performed a genome wide analysis of the CodY regulon and DNA binding under both rich and minimal growth conditions, using RNA-Seq and ChIP-Seq techniques. We demonstrate here that CodY is indeed active (i.e., binds DNA) under both conditions, serving as a repressor and activator of different genes. Further, we identified new genes and pathways that are directly regulated by CodY (e.g., sigB, arg, his, actA, glpF, gadG, gdhA, poxB, glnR and fla genes), integrating metabolism, stress responses, motility and virulence in L. monocytogenes. This study establishes CodY as a multifaceted factor regulating L. monocytogenes physiology in a highly versatile manner.",0
"Anti-lipopolysaccharide factors (ALFs) are antimicrobial peptides with binding and neutralizing activities to lipopolysaccharide (LPS) in crustaceans. This study identified and characterized a novel ALF homolog (SpALF4) from the mud crab Scylla paramamosain. The complete cDNA of SpALF4 had 756 bp with a 381 bp open reading frame encoding a protein with 126 aa. The deduced protein contained a signal peptide and a LPS-binding domain. SpALF4 shared the highest identity with PtALF5 at amino acid level but exhibited low similarity with most of other crustacean ALFs. Furthermore, different from the previously identified three SpALF homologs and most of other ALFs, SpALF4 had a low isoelectric point (pI) for the mature peptide and the LPS-binding domain with the values of 6.93 and 6.74, respectively. These results indicate that SpALF4 may be a unique ALF homolog with special biological function in the mud crab. Similar to the spatial structure of ALFPm3, SpALF4 contains three alpha-helices packed against a four-strand beta-sheet, and an amphipathic loop formed by a disulphide bond between two conserved cysteine residues in LPS-binding domain. SpALF4, mainly distributed in hemocytes, could be upregulated by Vibrio harveyi, Staphylococcus aureus, or white spot syndrome virus. Recombinant SpALF4 could inhibit the growth of Gram-negative bacteria (V harveyi, Vibrio anguillarum, Vibrio alginolyticus, Aeromonas hydrophila, Pseudomonas putida), Gram-positive bacteria (S. aureus and Bacillus megaterium), and a fungus Candida albicans to varying degrees. Further study showed that it could also bind to all the aforementioned microorganisms excepts. aureus. These results demonstrate that SpALF4 is a unique ALF homolog with potent antimicrobial activity against bacteria and fungi. This characteristic suggests SpALF4 plays an essential function in immune defense against pathogen invasion in mud crab. (C) 2013 Elsevier Ltd. All rights reserved.",0
"Context: Hyptis suaveolens (Linn.) Poit., Hyptis rhomboidea Mart. et Gal., and Hyptis brevipes Poit., are three species of Hyptis Jacq. (Lamiaceae). Hyptis suaveolens is used for the treatment of fever, headache, gastrointestinal bloating and rheumatism in the traditional folk medicine; Hyptis rhomboidea for hepatitis, ulcer and swollen poison; and Hyptis brevipes for asthma and malaria. Objective: To characterize chemical compositions of the oils from three Hyptis species and evaluate their potential antimicrobial, radical scavenging activities and toxicities against brine shrimp. Materials and methods: The oils were obtained by hydrodistillation, and their chemical compositions were investigated by gas chromatography-mass spectrometry (GC-MS). Minimum inhibitory concentrations (MICs) were determined using the tube double-dilution technique. The antioxidant activities were investigated using the 1,1-diphenyl-2-picrylhydrazyl (DPPH) assay and toxicities by the brine shrimp bioassay. Results: Forty-seven, 33 and 28 constituents of oils isolated, respectively, from H. suaveolens, H. rhomboidea and H. brevipes were identified. Among the essential oils, the strongest antioxidant activity was exhibited by H. brevipes with an SC50 value of 2.019 +/- 0.25 mu g mL(-1). The H. brevipes oil exhibited the strongest antimicrobial activity (3.125-6.25 mu g mL(-1)) on pathogens employed in the assay. They all showed significant toxicities with median lethal concentration (LC50) values of 62.2 +/- 3.07 mu g mL(-1), 65.9 +/- 6.55 mu g mL(-1) and 60.8 +/- 9.04 mu g mL(-1), respectively. Discussion and conclusions: The three Hyptis species oils possess strong antimicrobial activities and toxicities. Hyptis rhomboidea and H. brevipes showed considerable antioxidant activity compared to the positive control.",0
"Mycobacterium tuberculosis persists inside granulomas in the human lung. Analysis of the metabolic composition of granulomas from guinea pigs revealed that one of the organic acids accumulating in the course of infection is acetate (B. S. Somashekar, A. G. Amin, C. D. Rithner, J. Troudt, R. Basaraba, A. Izzo, D. C. Crick, and D. Chatterjee, J Proteome Res 10:4186-4195, 2011, doi:10.1021/pr2003352), which might result either from metabolism of the pathogen or might be provided by the host itself. Our studies characterize a metabolic pathway by which M. tuberculosis generates acetate in the cause of fatty acid catabolism. The acetate formation depends on the enzymatic activities of Pta and AckA. Using actyl coenzyme A (acetyl-CoA) as a substrate, acetyl-phosphate is generated and finally dephosphorylated to acetate, which is secreted into the medium. Knockout mutants lacking either the pta or ackA gene showed significantly reduced acetate production when grown on fatty acids. This effect is even more pronounced when the glyoxylate shunt is blocked, resulting in higher acetate levels released to the medium. The secretion of acetate was followed by an assimilation of the metabolite when other carbon substrates became limiting. Our data indicate that during acetate assimilation, the Pta-AckA pathway acts in concert with another enzymatic reaction, namely, the acetyl-CoA synthetase (Acs) reaction. Thus, acetate metabolism might possess a dual function, mediating an overflow reaction to release excess carbon units and resumption of acetate as a carbon substrate. IMPORTANCE During infection, host-derived lipid components present the major carbon source at the infection site. beta-Oxidation of fatty acids results in the formation of acetyl-CoA. In this study, we demonstrate that consumption of fatty acids by Mycobacterium tuberculosis activates an overflow mechanism, causing the pathogen to release excess carbon intermediates as acetate. The Pta-AckA pathway mediating acetate formation proved to be reversible, enabling M. tuberculosis to reutilize the previously secreted acetate as a carbon substrate for metabolism.",0
"1,3-Thiazole is one of the most important scaffolds in heterocyclic chemistry and drug design and discovery. It is widely found in diverse pharmacologically active substances and in some naturally-occurring compounds. Thiazole is a versatile building-block for lead generation, and is easily access of diverse derivatives for subsequent lead optimization. In the recent years, many thiazole derivatives have been synthesized and subjected to varied biological activities. In this article we intended to review the most important biological effects of thiazole-based compounds and highlight their roles in new leads identification and drug discovery. This article is also intended to help researches for finding potential future directions on the development of more potent and specific analogs of thiazole-based compounds for various biological targets. (C) 2015 Elsevier Masson SAS. All rights reserved.",0
"Protein-protein interactions can be studied in vitro, e.g. with bacterial or yeast two-hybrid systems or surface plasmon resonance. In contrast to in vitro techniques, in vivo studies of protein-protein interactions allow examination of spatial and temporal behavior of such interactions in their native environment. One approach to study protein-protein interactions in vivo is via Forster Resonance Energy Transfer (FRET). Here, FRET efficiency of selected FRET-pairs was studied at the single cell level using sensitized emission and Frequency Domain-Fluorescence Lifetime Imaging Microscopy (FD-FLIM). For FRET-FLIM, a prototype Modulated Electron-Multiplied FLIM system was used, which is, to the best of our knowledge, the first account of Frequency Domain FLIM to analyze FRET in single bacterial cells. To perform FRET-FLIM, we first determined and benchmarked the best fluorescent protein-pair for FRET in Bacillus subtilis using a novel BglBrick-compatible integration vector. We show that GFP-tagRFP is an excellent donor-acceptor pair for B. subtilis in vivo FRET studies. As a proof of concept, selected donor and acceptor fluorescent proteins were fused using a linker that contained a tobacco etch virus (TEV)-protease recognition sequence. Induction of TEV-protease results in loss of FRET efficiency and increase in fluorescence lifetime. The loss of FRET efficiency after TEV induction can be followed in time in single cells via time-lapse microscopy. This work will facilitate future studies of in vivo dynamics of protein complexes in single B. subtilis cells.",0
